Phone Number
Time,duration,isCorrect
10h40m59s180ms,883.5,675.0
10h40m59s222ms,883.5,675.0
10h40m59s256ms,883.5,675.0
10h40m59s292ms,883.5,675.0
10h40m59s331ms,883.5,675.0
10h40m59s366ms,883.5,675.0
10h40m59s407ms,883.5,675.0
10h40m59s446ms,883.5,675.0
10h40m59s482ms,883.5,675.0
10h40m59s521ms,883.5,675.0
10h40m59s559ms,883.5,675.0
10h40m59s595ms,883.5,675.0
10h40m59s630ms,883.5,675.0
10h40m59s669ms,883.5,675.0
10h40m59s706ms,883.5,675.0
10h40m59s747ms,883.5,675.0
10h40m59s783ms,883.5,675.0
10h40m59s822ms,883.5,675.0
10h40m59s860ms,883.5,675.0
10h40m59s894ms,883.5,675.0
10h40m59s937ms,883.5,675.0
10h40m59s981ms,883.5,675.0
10h41m0s30ms,883.5,675.0
10h41m0s80ms,883.5,675.0
10h41m0s105ms,883.5,675.0
10h41m0s127ms,883.5,675.0
10h41m0s167ms,883.5,675.0
10h41m0s198ms,883.5,675.0
10h41m0s234ms,883.5,675.0
10h41m0s270ms,883.5,675.0
10h41m0s310ms,883.5,675.0
10h41m0s352ms,883.5,675.0
10h41m0s389ms,883.5,675.0
10h41m0s424ms,543.7382,928.3691
10h41m0s458ms,535.0,924.0
10h41m0s498ms,535.0,924.0
10h41m0s538ms,535.0,924.0
10h41m0s572ms,535.0,924.0
10h41m0s608ms,535.0,924.0
10h41m0s651ms,535.0,924.0
10h41m0s684ms,535.0,924.0
10h41m0s721ms,535.0,924.0
10h41m0s768ms,535.0,924.0
10h41m0s808ms,535.0,924.0
10h41m0s838ms,535.0,924.0
10h41m0s873ms,535.0,924.0
10h41m0s912ms,535.0,924.0
10h41m0s949ms,535.0,924.0
10h41m0s987ms,535.0,924.0
10h41m1s27ms,535.0,924.0
10h41m1s66ms,535.0,924.0
10h41m1s102ms,535.0,924.0
10h41m1s139ms,535.0,924.0
10h41m1s179ms,535.0,924.0
10h41m1s213ms,535.0,924.0
10h41m1s249ms,535.0,924.0
10h41m1s289ms,503.0,378.5
10h41m1s328ms,503.0,382.51355
10h41m1s364ms,503.0,387.57098
10h41m1s402ms,501.5,388.0
10h41m1s441ms,501.5,388.0
10h41m1s476ms,501.5,388.0
10h41m1s516ms,501.5,388.0
10h41m1s551ms,501.5,388.0
10h41m1s591ms,501.5,388.0
10h41m1s630ms,501.5,388.0
10h41m1s665ms,501.5,388.0
10h41m1s703ms,501.5,388.0
10h41m1s741ms,501.5,388.0
10h41m1s778ms,501.5,388.0
10h41m1s814ms,501.5,388.0
10h41m1s855ms,501.5,388.0
10h41m1s892ms,534.0,405.0
10h41m1s930ms,534.0,405.0
10h41m1s966ms,534.0,405.0
10h41m2s6ms,534.0,405.0
10h41m2s41ms,534.0,405.0
10h41m2s80ms,534.0,405.0
10h41m2s122ms,534.0,405.0
10h41m2s159ms,534.0,405.0
10h41m2s192ms,534.0,405.0
10h41m2s227ms,534.0,405.0
10h41m2s269ms,534.0,405.0
10h41m2s316ms,534.0,405.0
10h41m2s361ms,534.0,405.0
10h41m2s379ms,534.0,405.0
10h41m2s419ms,534.0,405.0
10h41m2s453ms,534.0,405.0
10h41m2s493ms,534.0,405.0
10h41m2s536ms,534.0,405.0
10h41m2s570ms,534.0,405.0
10h41m2s609ms,534.0,405.0
10h41m2s648ms,534.0,405.0
10h41m2s681ms,534.0,405.0
10h41m2s718ms,534.0,405.0
10h41m2s755ms,548.33826,1161.6617
10h41m2s797ms,543.4287,1167.0
10h41m2s834ms,543.4287,1167.0
10h41m2s870ms,541.0,1168.0
10h41m2s907ms,539.0,1164.0
10h41m2s945ms,539.0,1164.0
10h41m2s983ms,539.0,1164.0
10h41m3s23ms,539.0,1164.0
10h41m3s59ms,539.0,1164.0
10h41m3s97ms,539.0,1164.0
10h41m3s132ms,539.0,1164.0
10h41m3s170ms,539.0,1164.0
10h41m3s207ms,539.0,1164.0
10h41m3s246ms,539.0,1164.0
10h41m3s282ms,539.0,1164.0
10h41m3s324ms,539.0,1164.0
10h41m3s360ms,539.0,1164.0
10h41m3s404ms,539.0,1164.0
10h41m3s435ms,539.0,1164.0
10h41m3s475ms,539.0,1164.0
10h41m3s520ms,539.0,1164.0
10h41m3s548ms,539.0,1164.0
10h41m3s587ms,539.0,1164.0
10h41m3s626ms,539.0,1164.0
10h41m3s662ms,539.0,1164.0
10h41m3s703ms,539.0,1164.0
10h41m3s746ms,539.0,1164.0
10h41m3s777ms,539.0,1164.0
10h41m3s810ms,539.0,1164.0
10h41m3s849ms,539.0,1164.0
10h41m3s890ms,539.0,1164.0
10h41m3s931ms,539.0,1164.0
10h41m3s969ms,539.0,1164.0
10h41m4s3ms,539.0,1164.0
10h41m4s37ms,539.0,1164.0
10h41m4s80ms,539.0,1164.0
10h41m4s115ms,539.0,1164.0
10h41m4s150ms,539.0,1164.0
10h41m4s190ms,539.0,1164.0
10h41m4s227ms,539.0,1164.0
10h41m4s265ms,539.0,1164.0
10h41m4s299ms,539.0,1164.0
10h41m4s338ms,539.0,1164.0
10h41m4s376ms,877.0,405.0
10h41m4s417ms,877.0,405.0
10h41m4s452ms,877.0,405.0
10h41m4s491ms,877.0,405.0
10h41m4s524ms,877.0,405.0
10h41m4s567ms,877.0,405.0
10h41m4s601ms,877.0,405.0
10h41m4s641ms,877.0,405.0
10h41m4s676ms,877.0,405.0
10h41m4s714ms,877.0,405.0
10h41m4s752ms,877.0,405.0
10h41m4s792ms,877.0,405.0
10h41m4s831ms,877.0,405.0
10h41m4s871ms,877.0,405.0
10h41m4s904ms,877.0,405.0
10h41m4s940ms,877.0,405.0
10h41m4s984ms,877.0,405.0
10h41m5s19ms,877.0,405.0
10h41m5s53ms,877.0,405.0
10h41m5s96ms,877.0,405.0
10h41m5s132ms,877.0,405.0
10h41m5s169ms,877.0,405.0
10h41m5s203ms,877.0,405.0
10h41m5s241ms,877.0,405.0
10h41m5s285ms,877.0,405.0
10h41m5s319ms,877.0,405.0
10h41m5s354ms,539.0,421.0
10h41m5s394ms,539.0,421.0
10h41m5s429ms,539.0,421.0
10h41m5s470ms,539.0,421.0
10h41m5s512ms,539.0,421.0
10h41m5s546ms,539.0,421.0
10h41m5s580ms,539.0,421.0
10h41m5s619ms,539.0,421.0
10h41m5s658ms,539.0,421.0
10h41m5s694ms,539.0,421.0
10h41m5s732ms,539.0,421.0
10h41m5s774ms,539.0,421.0
10h41m5s813ms,539.0,421.0
10h41m5s845ms,539.0,421.0
10h41m5s881ms,539.0,421.0
10h41m5s921ms,539.0,421.0
10h41m5s959ms,539.0,421.0
10h41m5s995ms,539.0,421.0
10h41m6s50ms,539.0,421.0
10h41m6s72ms,539.0,421.0
10h41m6s107ms,539.0,421.0
10h41m6s144ms,539.0,421.0
10h41m6s190ms,539.0,421.0
10h41m6s223ms,539.0,421.0
10h41m6s259ms,539.0,421.0
10h41m6s295ms,539.0,421.0
10h41m6s340ms,539.0,421.0
10h41m6s375ms,539.0,421.0
10h41m6s414ms,539.0,421.0
10h41m6s449ms,539.0,421.0
10h41m6s490ms,539.0,421.0
10h41m6s527ms,539.0,421.0
10h41m6s560ms,539.0,421.0
10h41m6s597ms,539.0,421.0
10h41m6s643ms,539.0,421.0
10h41m6s678ms,539.0,421.0
10h41m6s713ms,539.0,421.0
10h41m6s750ms,539.0,421.0
10h41m6s788ms,539.0,421.0
10h41m6s829ms,539.0,421.0
10h41m6s862ms,539.0,421.0
10h41m6s898ms,539.0,421.0
10h41m6s938ms,539.0,421.0
10h41m6s973ms,539.0,421.0
10h41m7s17ms,539.0,421.0
10h41m7s52ms,539.0,421.0
10h41m7s98ms,539.0,421.0
10h41m7s127ms,539.0,421.0
10h41m7s163ms,539.0,421.0
10h41m7s213ms,539.0,421.0
10h41m7s237ms,539.0,421.0
10h41m7s273ms,532.0,676.59344
10h41m7s320ms,532.0,670.5
10h41m7s351ms,532.0,672.7923
10h41m7s389ms,532.0,676.0
10h41m7s430ms,532.0,676.0
10h41m7s466ms,532.0,676.0
10h41m7s503ms,532.0,676.0
10h41m7s542ms,532.0,676.0
10h41m7s578ms,532.0,676.0
10h41m7s616ms,532.0,676.0
10h41m7s651ms,532.0,676.0
10h41m7s693ms,532.0,676.0
10h41m7s729ms,532.0,676.0
10h41m7s766ms,532.0,676.0
10h41m7s801ms,532.0,676.0
10h41m7s839ms,532.0,676.0
10h41m7s882ms,532.0,676.0
10h41m7s915ms,536.0,668.0
10h41m7s976ms,536.0,668.0
10h41m7s998ms,536.0,668.0
10h41m8s27ms,536.0,668.0
10h41m8s67ms,536.0,668.0
10h41m8s105ms,536.0,668.0
10h41m8s142ms,536.0,668.0
10h41m8s178ms,536.0,668.0
10h41m8s216ms,536.0,668.0
10h41m8s256ms,536.0,668.0
10h41m8s295ms,536.0,668.0
10h41m8s331ms,536.0,668.0
10h41m8s366ms,536.0,668.0
10h41m8s410ms,536.0,668.0
10h41m8s443ms,536.0,668.0
10h41m8s481ms,536.0,668.0
10h41m8s523ms,536.0,668.0
10h41m8s557ms,536.0,668.0
10h41m8s593ms,536.0,668.0
10h41m8s633ms,536.0,668.0
10h41m8s671ms,536.0,668.0
10h41m8s706ms,536.0,668.0
10h41m8s750ms,536.0,668.0
10h41m8s781ms,536.0,668.0
10h41m8s823ms,536.0,668.0
10h41m8s863ms,536.0,668.0
10h41m8s898ms,536.0,668.0
10h41m8s937ms,536.0,668.0
10h41m8s971ms,536.0,668.0
10h41m9s7ms,536.0,668.0
10h41m9s49ms,536.0,668.0
10h41m9s84ms,536.0,668.0
10h41m9s124ms,536.0,668.0
10h41m9s160ms,536.0,668.0
10h41m9s197ms,536.0,668.0
10h41m9s238ms,536.0,668.0
10h41m9s272ms,536.0,668.0
10h41m9s314ms,536.0,668.0
10h41m9s363ms,536.0,668.0
10h41m9s387ms,536.0,668.0
10h41m9s430ms,536.0,668.0
10h41m9s475ms,536.0,668.0
10h41m9s519ms,536.0,668.0
10h41m9s548ms,536.0,668.0
10h41m9s576ms,536.0,668.0
10h41m9s617ms,536.0,668.0
10h41m9s650ms,536.0,668.0
10h41m9s692ms,536.0,668.0
10h41m9s725ms,175.0,914.3569
10h41m9s766ms,173.1829,912.0
10h41m9s799ms,169.43422,912.0
10h41m9s836ms,166.0,912.0
10h41m9s873ms,166.0,912.0
10h41m9s913ms,166.0,912.0
10h41m9s948ms,166.0,912.0
10h41m9s986ms,166.0,912.0
10h41m10s25ms,166.0,912.0
10h41m10s61ms,166.0,912.0
10h41m10s99ms,166.0,912.0
10h41m10s141ms,166.0,912.0
10h41m10s176ms,166.0,912.0
10h41m10s217ms,166.0,912.0
10h41m10s254ms,166.0,912.0
10h41m10s289ms,166.0,912.0
10h41m10s327ms,166.0,912.0
10h41m10s362ms,166.0,912.0
10h41m10s405ms,166.0,912.0
10h41m10s439ms,166.0,912.0
10h41m10s480ms,166.0,912.0
10h41m10s513ms,166.0,912.0
10h41m10s554ms,166.0,912.0
10h41m10s590ms,166.0,912.0
10h41m10s626ms,166.0,912.0
10h41m10s663ms,166.0,912.0
10h41m10s704ms,166.0,912.0
10h41m10s753ms,166.0,912.0
10h41m10s791ms,166.0,912.0
10h41m10s821ms,166.0,912.0
10h41m10s860ms,166.0,912.0
10h41m10s894ms,166.0,912.0
10h41m10s932ms,166.0,912.0
10h41m10s969ms,166.0,912.0
10h41m11s5ms,166.0,912.0
10h41m11s52ms,166.0,912.0
10h41m11s83ms,166.0,912.0
10h41m11s119ms,166.0,912.0
10h41m11s155ms,166.0,912.0
10h41m11s192ms,166.0,912.0
10h41m11s233ms,166.0,912.0
10h41m11s276ms,166.0,912.0
10h41m11s304ms,166.0,912.0
10h41m11s348ms,166.0,912.0
10h41m11s387ms,166.0,912.0
10h41m11s417ms,166.0,912.0
10h41m11s477ms,166.0,912.0
10h41m11s500ms,166.0,912.0
10h41m11s532ms,166.0,912.0
10h41m11s568ms,166.0,912.0
10h41m11s608ms,166.0,912.0
10h41m11s649ms,166.0,912.0
10h41m11s681ms,166.0,912.0
10h41m11s719ms,166.0,912.0
10h41m11s756ms,166.0,912.0
10h41m11s797ms,166.0,912.0
10h41m11s846ms,166.0,912.0
10h41m11s877ms,166.0,912.0
10h41m11s907ms,166.0,912.0
10h41m11s951ms,166.0,912.0
10h41m11s983ms,166.0,912.0
10h41m12s26ms,166.0,912.0
10h41m12s60ms,166.0,912.0
10h41m12s99ms,166.0,912.0
10h41m12s133ms,166.0,912.0
10h41m12s176ms,166.0,912.0
10h41m12s209ms,166.0,912.0
10h41m12s248ms,166.0,912.0
10h41m12s287ms,166.0,912.0
10h41m12s328ms,166.0,912.0
10h41m12s362ms,166.0,912.0
10h41m12s398ms,166.0,912.0
10h41m12s433ms,166.0,912.0
10h41m12s474ms,166.0,912.0
10h41m12s511ms,166.0,912.0
10h41m12s550ms,166.0,912.0
10h41m12s595ms,166.0,912.0
10h41m12s626ms,166.0,912.0
10h41m12s660ms,166.0,912.0
10h41m12s702ms,166.0,912.0
10h41m12s739ms,166.0,912.0
10h41m12s775ms,166.0,912.0
10h41m12s813ms,166.0,912.0
10h41m12s853ms,166.0,912.0
10h41m12s891ms,166.0,912.0
10h41m12s928ms,166.0,912.0
10h41m12s966ms,166.0,912.0
10h41m13s2ms,166.0,912.0
10h41m13s42ms,166.0,912.0
10h41m13s74ms,166.0,912.0
10h41m13s116ms,166.0,912.0
10h41m13s152ms,166.0,912.0
10h41m13s187ms,166.0,912.0
10h41m13s224ms,166.0,912.0
10h41m13s266ms,166.0,912.0
10h41m13s301ms,166.0,912.0
10h41m13s343ms,166.0,912.0
10h41m13s375ms,166.0,912.0
10h41m13s417ms,166.0,912.0
10h41m13s451ms,166.0,912.0
10h41m13s489ms,166.0,912.0
10h41m13s525ms,166.0,912.0
10h41m13s566ms,166.0,912.0
10h41m13s602ms,166.0,912.0
10h41m13s639ms,166.0,912.0
10h41m13s675ms,166.0,912.0
10h41m13s719ms,166.0,912.0
10h41m13s752ms,166.0,912.0
10h41m13s796ms,166.0,912.0
10h41m13s830ms,166.0,912.0
10h41m13s864ms,166.0,912.0
10h41m13s902ms,166.0,912.0
10h41m13s941ms,937.0,398.0
10h41m13s979ms,937.0,398.0
10h41m14s18ms,937.0,398.0
10h41m14s52ms,937.0,398.0
10h41m14s92ms,937.0,398.0
10h41m14s128ms,937.0,398.0
10h41m14s169ms,937.0,398.0
10h41m14s206ms,937.0,398.0
10h41m14s245ms,937.0,398.0
10h41m14s278ms,937.0,398.0
10h41m14s318ms,937.0,398.0
10h41m14s358ms,937.0,398.0
10h41m14s392ms,937.0,398.0
10h41m14s432ms,937.0,398.0
10h41m14s485ms,937.0,398.0
10h41m14s506ms,937.0,398.0
10h41m14s546ms,937.0,398.0
10h41m14s583ms,937.0,398.0
10h41m14s622ms,937.0,398.0
10h41m14s659ms,937.0,398.0
10h41m14s694ms,937.0,398.0
10h41m14s732ms,937.0,398.0
10h41m14s772ms,937.0,398.0
10h41m14s809ms,937.0,398.0
10h41m14s864ms,937.0,398.0
10h41m14s892ms,937.0,398.0
10h41m14s922ms,937.0,398.0
10h41m14s957ms,937.0,398.0
10h41m14s992ms,937.0,398.0
10h41m15s32ms,937.0,398.0
10h41m15s71ms,937.0,398.0
10h41m15s108ms,937.0,398.0
10h41m15s151ms,937.0,398.0
10h41m15s191ms,937.0,398.0
10h41m15s221ms,937.0,398.0
10h41m15s259ms,937.0,398.0
10h41m15s300ms,931.0,920.0
10h41m15s334ms,931.0,920.0
10h41m15s373ms,931.0,920.0
10h41m15s410ms,931.0,920.0
10h41m15s447ms,931.0,920.0
10h41m15s483ms,931.0,920.0
10h41m15s523ms,931.0,920.0
10h41m15s566ms,931.0,920.0
10h41m15s604ms,931.0,920.0
10h41m15s645ms,931.0,920.0
10h41m15s677ms,931.0,920.0
10h41m15s712ms,931.0,920.0
10h41m15s751ms,931.0,920.0
10h41m15s792ms,931.0,920.0
10h41m15s823ms,931.0,920.0
10h41m15s864ms,931.0,920.0
10h41m15s899ms,931.0,920.0
10h41m15s937ms,931.0,920.0
10h41m15s973ms,931.0,920.0
10h41m16s16ms,931.0,920.0
10h41m16s47ms,931.0,920.0
10h41m16s86ms,931.0,920.0
10h41m16s134ms,931.0,920.0
10h41m16s167ms,931.0,920.0
10h41m16s209ms,931.0,920.0
10h41m16s253ms,931.0,920.0
10h41m16s277ms,931.0,920.0
10h41m16s316ms,931.0,920.0
10h41m16s362ms,931.0,920.0
10h41m16s395ms,931.0,920.0
10h41m16s425ms,931.0,920.0
10h41m16s464ms,931.0,920.0
10h41m16s501ms,166.43304,683.43304
10h41m16s543ms,165.0,680.0
10h41m16s577ms,165.0,680.0
10h41m16s615ms,165.0,680.0
10h41m16s654ms,165.0,680.0
10h41m16s691ms,165.0,680.0
10h41m16s736ms,165.0,680.0
10h41m16s763ms,165.0,680.0
10h41m16s806ms,165.0,680.0
10h41m16s840ms,165.0,680.0
10h41m16s876ms,165.0,680.0
10h41m16s917ms,165.0,680.0
10h41m16s953ms,165.0,680.0
10h41m16s991ms,165.0,680.0
10h41m17s27ms,165.0,680.0
10h41m17s75ms,165.0,680.0
10h41m17s103ms,165.0,680.0
10h41m17s140ms,165.0,680.0
10h41m17s179ms,165.0,680.0
10h41m17s218ms,165.0,680.0
10h41m17s260ms,165.0,680.0
10h41m17s296ms,165.0,680.0
10h41m17s333ms,165.0,680.0
10h41m17s375ms,165.0,680.0
10h41m17s430ms,165.0,680.0
10h41m17s452ms,165.0,680.0
10h41m17s480ms,165.0,680.0
10h41m17s528ms,165.0,680.0
10h41m17s560ms,165.0,680.0
10h41m17s594ms,165.0,680.0
10h41m17s634ms,165.0,680.0
10h41m17s669ms,165.0,680.0
10h41m17s706ms,165.0,680.0
10h41m17s751ms,165.0,680.0
10h41m17s790ms,165.0,680.0
10h41m17s818ms,521.0,449.3218
10h41m17s856ms,518.5,445.5
10h41m17s896ms,518.4284,447.0
10h41m17s934ms,517.0,447.0
10h41m17s969ms,517.0,447.0
10h41m18s9ms,517.0,447.0
10h41m18s48ms,517.0,447.0
10h41m18s83ms,517.0,447.0
10h41m18s120ms,517.0,447.0
10h41m18s160ms,517.0,447.0
10h41m18s200ms,517.0,447.0
10h41m18s234ms,517.0,447.0
10h41m18s269ms,517.0,447.0
10h41m18s310ms,517.0,447.0
10h41m18s347ms,517.0,447.0
10h41m18s385ms,517.0,447.0
10h41m18s422ms,517.0,447.0
10h41m18s461ms,517.0,447.0
10h41m18s498ms,517.0,447.0
10h41m18s534ms,517.0,447.0
10h41m18s573ms,517.0,447.0
10h41m18s610ms,517.0,447.0
10h41m18s649ms,517.0,447.0
10h41m18s688ms,517.0,447.0
10h41m18s725ms,517.0,447.0
10h41m18s775ms,517.0,447.0
10h41m18s805ms,517.0,447.0
10h41m18s842ms,517.0,447.0
10h41m18s880ms,517.0,447.0
10h41m18s912ms,517.0,447.0
10h41m18s947ms,517.0,447.0
10h41m18s990ms,517.0,447.0
10h41m19s25ms,517.0,447.0
10h41m19s63ms,517.0,447.0
10h41m19s102ms,116.0,1005.0
10h41m19s146ms,116.0,1005.0
10h41m19s176ms,116.0,1005.0
10h41m19s215ms,116.0,1005.0
10h41m19s251ms,116.0,1005.0
10h41m19s288ms,116.0,1005.0
10h41m19s326ms,116.0,1005.0
10h41m19s365ms,116.0,1005.0
10h41m19s402ms,116.0,1005.0
10h41m19s437ms,116.0,1005.0
10h41m19s476ms,116.0,1005.0
10h41m19s514ms,116.0,1005.0
10h41m19s553ms,116.0,1005.0
10h41m19s591ms,116.0,1005.0
10h41m19s631ms,116.0,1005.0
10h41m19s666ms,116.0,1005.0
10h41m19s704ms,116.0,1005.0
10h41m19s745ms,116.0,1005.0
10h41m19s779ms,116.0,1005.0
10h41m19s814ms,116.0,1005.0
10h41m19s858ms,116.0,1005.0
10h41m19s891ms,116.0,1005.0
10h41m19s930ms,536.0,666.0
10h41m19s967ms,536.0,666.0
10h41m20s3ms,536.0,666.0
10h41m20s41ms,536.0,666.0
10h41m20s80ms,536.0,666.0
10h41m20s118ms,536.0,666.0
10h41m20s156ms,536.0,666.0
10h41m20s191ms,536.0,666.0
10h41m20s232ms,536.0,666.0
10h41m20s268ms,536.0,666.0
10h41m20s303ms,536.0,666.0
10h41m20s341ms,536.0,666.0
10h41m20s380ms,536.0,666.0
10h41m20s416ms,536.0,666.0
10h41m20s453ms,536.0,666.0
10h41m20s494ms,536.0,666.0
10h41m20s529ms,536.0,666.0
10h41m20s567ms,536.0,666.0
10h41m20s610ms,536.0,666.0
10h41m20s647ms,536.0,666.0
10h41m20s680ms,536.0,666.0
10h41m20s739ms,536.0,666.0
10h41m20s762ms,536.0,666.0
10h41m20s795ms,536.0,666.0
10h41m20s832ms,536.0,666.0
10h41m20s879ms,536.0,666.0
10h41m20s910ms,536.0,666.0
10h41m20s950ms,536.0,666.0
10h41m20s983ms,536.0,666.0
10h41m21s20ms,536.0,666.0
10h41m21s60ms,536.0,666.0
10h41m21s95ms,536.0,666.0
10h41m21s131ms,536.0,666.0
10h41m21s175ms,536.0,666.0
10h41m21s212ms,536.48987,1189.0
10h41m21s247ms,533.0,1191.0
10h41m21s293ms,533.0,1191.0
10h41m21s326ms,533.0,1191.0
10h41m21s357ms,533.0,1191.0
10h41m21s400ms,533.0,1191.0
10h41m21s436ms,533.0,1191.0
10h41m21s472ms,533.0,1191.0
10h41m21s510ms,533.0,1191.0
10h41m21s551ms,533.0,1191.0
10h41m21s588ms,533.0,1191.0
10h41m21s635ms,533.0,1191.0
10h41m21s661ms,533.0,1191.0
10h41m21s700ms,533.0,1191.0
10h41m21s738ms,533.0,1191.0
10h41m21s773ms,533.0,1191.0
10h41m21s809ms,533.0,1191.0
10h41m21s852ms,533.0,1191.0
10h41m21s885ms,533.0,1191.0
10h41m21s950ms,533.0,1191.0
10h41m21s969ms,533.0,1191.0
10h41m22s1ms,533.0,1191.0
10h41m22s38ms,533.0,1191.0
10h41m22s80ms,533.0,1191.0
10h41m22s114ms,533.0,1191.0
10h41m22s149ms,533.0,1191.0
10h41m22s189ms,533.0,1191.0
10h41m22s242ms,533.0,1191.0
10h41m22s276ms,533.0,1191.0
10h41m22s298ms,533.0,1191.0
10h41m22s338ms,533.0,1191.0
10h41m22s375ms,533.0,1191.0
10h41m22s418ms,533.0,1191.0
10h41m22s451ms,533.0,1191.0
10h41m22s494ms,533.0,1191.0
10h41m22s529ms,533.0,1191.0
10h41m22s566ms,533.0,1191.0
