Phone Number
Time,duration,isCorrect
10h42m39s158ms,588.0,1196.0
10h42m39s197ms,588.0,1196.0
10h42m39s236ms,588.0,1196.0
10h42m39s271ms,588.0,1196.0
10h42m39s322ms,588.0,1196.0
10h42m39s347ms,588.0,1196.0
10h42m39s389ms,588.0,1196.0
10h42m39s422ms,588.0,1196.0
10h42m39s463ms,588.0,1196.0
10h42m39s499ms,588.0,1196.0
10h42m39s535ms,588.0,1196.0
10h42m39s578ms,588.0,1196.0
10h42m39s610ms,588.0,1196.0
10h42m39s656ms,588.0,1196.0
10h42m39s691ms,588.0,1196.0
10h42m39s726ms,588.0,1196.0
10h42m39s766ms,588.0,1196.0
10h42m39s803ms,588.0,1196.0
10h42m39s839ms,588.0,1196.0
10h42m39s872ms,233.0,460.0
10h42m39s909ms,227.37878,458.37878
10h42m39s953ms,222.9696,454.4848
10h42m39s987ms,217.42743,445.70972
10h42m40s28ms,217.0,428.0
10h42m40s63ms,223.74284,421.62857
10h42m40s98ms,229.47902,418.52097
10h42m40s141ms,232.0,418.0
10h42m40s178ms,234.56438,418.5644
10h42m40s215ms,253.0,428.0
10h42m40s249ms,1065.0,22.0
10h42m40s289ms,1065.0,22.0
10h42m40s328ms,1065.0,22.0
10h42m40s364ms,1065.0,22.0
10h42m40s403ms,1065.0,22.0
10h42m40s439ms,1065.0,22.0
10h42m40s480ms,1065.0,22.0
10h42m40s514ms,1065.0,22.0
10h42m40s558ms,1065.0,22.0
10h42m40s591ms,1065.0,22.0
10h42m40s630ms,1065.0,22.0
10h42m40s668ms,1065.0,22.0
10h42m40s706ms,1065.0,22.0
10h42m40s739ms,1065.0,22.0
10h42m40s777ms,1065.0,22.0
10h42m40s820ms,1065.0,22.0
10h42m40s853ms,1065.0,22.0
10h42m40s890ms,1065.0,22.0
10h42m40s929ms,1065.0,22.0
10h42m40s968ms,1065.0,22.0
10h42m41s7ms,1065.0,22.0
10h42m41s41ms,1065.0,22.0
10h42m41s81ms,1065.0,22.0
10h42m41s120ms,1065.0,22.0
10h42m41s156ms,1065.0,22.0
10h42m41s191ms,1065.0,22.0
10h42m41s235ms,1065.0,22.0
10h42m41s270ms,1065.0,22.0
10h42m41s303ms,1065.0,22.0
10h42m41s347ms,1065.0,22.0
10h42m41s382ms,1065.0,22.0
10h42m41s420ms,624.0,735.56854
10h42m41s456ms,622.0,731.4146
10h42m41s493ms,621.0,727.4928
10h42m41s537ms,621.0,719.45776
10h42m41s569ms,621.0,715.3511
10h42m41s605ms,621.0,711.41595
10h42m41s645ms,621.0,710.5
10h42m41s685ms,621.55975,713.1195
10h42m41s722ms,627.1015,726.203
10h42m41s759ms,641.1043,758.20856
10h42m41s795ms,662.2004,803.40076
10h42m41s836ms,664.0,807.0
10h42m41s874ms,664.0,807.0
10h42m41s910ms,664.0,807.0
10h42m41s944ms,664.0,807.0
10h42m41s983ms,664.0,807.0
10h42m42s19ms,664.0,807.0
10h42m42s61ms,664.0,807.0
10h42m42s96ms,664.0,807.0
10h42m42s135ms,664.0,807.0
10h42m42s170ms,664.0,807.0
10h42m42s211ms,664.0,807.0
10h42m42s246ms,664.0,807.0
10h42m42s284ms,664.0,807.0
10h42m42s326ms,664.0,807.0
10h42m42s360ms,664.0,807.0
10h42m42s406ms,664.0,807.0
10h42m42s437ms,664.0,807.0
10h42m42s471ms,659.95245,1306.9525
10h42m42s510ms,645.98303,1293.983
10h42m42s547ms,637.77515,1284.7751
10h42m42s588ms,633.0,1278.419
10h42m42s626ms,633.0,1274.4293
10h42m42s662ms,633.0,1270.3344
10h42m42s698ms,633.0,1267.1661
10h42m42s740ms,633.0,1265.5
10h42m42s779ms,632.0,1266.0
10h42m42s812ms,632.0,1265.0
10h42m42s852ms,638.7261,1261.4247
10h42m42s889ms,655.7672,1263.2557
10h42m42s925ms,658.0,1264.0
10h42m42s963ms,658.0,1264.0
10h42m43s3ms,658.0,1264.0
10h42m43s38ms,658.0,1264.0
10h42m43s77ms,658.0,1264.0
10h42m43s113ms,658.0,1264.0
10h42m43s155ms,658.0,1264.0
10h42m43s192ms,658.0,1264.0
10h42m43s226ms,658.0,1264.0
10h42m43s268ms,658.0,1264.0
10h42m43s304ms,658.0,1264.0
10h42m43s342ms,658.0,1264.0
10h42m43s376ms,658.0,1264.0
10h42m43s418ms,658.0,1264.0
10h42m43s453ms,658.0,1264.0
10h42m43s489ms,658.0,1264.0
10h42m43s525ms,658.0,1264.0
10h42m43s565ms,658.0,1264.0
10h42m43s600ms,984.067,538.799
10h42m43s639ms,996.7784,512.8324
10h42m43s679ms,1014.0,493.0
10h42m43s717ms,1014.0,493.0
10h42m43s753ms,1014.0,493.0
10h42m43s789ms,1014.0,493.0
10h42m43s828ms,1014.0,493.0
10h42m43s866ms,1014.0,493.0
10h42m43s903ms,1014.0,493.0
10h42m43s939ms,1014.0,493.0
10h42m43s981ms,1014.0,493.0
10h42m44s20ms,1014.0,493.0
10h42m44s54ms,1014.0,493.0
10h42m44s93ms,1014.0,493.0
10h42m44s129ms,1014.0,493.0
10h42m44s166ms,1014.0,493.0
10h42m44s209ms,1014.0,493.0
10h42m44s246ms,1014.0,493.0
10h42m44s279ms,1014.0,493.0
10h42m44s318ms,1014.0,493.0
10h42m44s359ms,1014.0,493.0
10h42m44s398ms,1014.0,493.0
10h42m44s432ms,1014.0,493.0
10h42m44s481ms,1014.0,493.0
10h42m44s507ms,1014.0,493.0
10h42m44s543ms,1014.0,493.0
10h42m44s583ms,1014.0,493.0
10h42m44s623ms,1014.0,493.0
10h42m44s666ms,1014.0,493.0
10h42m44s693ms,1014.0,493.0
10h42m44s731ms,1014.0,493.0
10h42m44s772ms,1014.0,493.0
10h42m44s808ms,1014.0,493.0
10h42m44s845ms,1014.0,493.0
10h42m44s889ms,1014.0,493.0
10h42m44s923ms,1014.0,493.0
10h42m44s963ms,1014.0,493.0
10h42m44s995ms,1014.0,493.0
10h42m45s37ms,1014.0,493.0
10h42m45s75ms,1014.0,493.0
10h42m45s112ms,1014.0,493.0
10h42m45s148ms,1014.0,493.0
10h42m45s186ms,1014.0,493.0
10h42m45s223ms,1014.0,493.0
10h42m45s261ms,1014.0,493.0
10h42m45s296ms,1014.0,493.0
10h42m45s339ms,1014.0,493.0
10h42m45s376ms,1014.0,493.0
10h42m45s409ms,1014.0,493.0
10h42m45s446ms,1014.0,493.0
10h42m45s490ms,1014.0,493.0
10h42m45s524ms,1014.0,493.0
10h42m45s560ms,1014.0,493.0
10h42m45s601ms,1014.0,493.0
10h42m45s642ms,1014.0,493.0
10h42m45s677ms,1014.0,493.0
10h42m45s713ms,1014.0,493.0
10h42m45s752ms,1014.0,493.0
10h42m45s788ms,1014.0,493.0
10h42m45s828ms,1014.0,493.0
10h42m45s865ms,1014.0,493.0
10h42m45s900ms,1014.0,493.0
10h42m45s937ms,1014.0,493.0
10h42m45s980ms,1014.0,493.0
10h42m46s17ms,1014.0,493.0
10h42m46s57ms,1014.0,493.0
10h42m46s87ms,1014.0,493.0
10h42m46s131ms,1014.0,493.0
10h42m46s164ms,1014.0,493.0
10h42m46s204ms,1014.0,493.0
10h42m46s239ms,1014.0,493.0
10h42m46s279ms,1014.0,493.0
10h42m46s313ms,1014.0,493.0
10h42m46s351ms,1014.0,493.0
10h42m46s392ms,1014.0,493.0
10h42m46s427ms,1014.0,493.0
10h42m46s464ms,1014.0,493.0
10h42m46s504ms,1014.0,493.0
10h42m46s543ms,1014.0,493.0
10h42m46s584ms,1014.0,493.0
10h42m46s615ms,1014.0,493.0
10h42m46s652ms,1014.0,493.0
10h42m46s690ms,1014.0,493.0
10h42m46s730ms,1014.0,493.0
10h42m46s770ms,1014.0,493.0
10h42m46s808ms,1014.0,493.0
10h42m46s843ms,1014.0,493.0
10h42m46s879ms,1014.0,493.0
10h42m46s919ms,1014.0,493.0
10h42m46s955ms,1014.0,493.0
10h42m46s993ms,1014.0,493.0
10h42m47s28ms,1014.0,493.0
10h42m47s69ms,1014.0,493.0
10h42m47s104ms,1014.0,493.0
10h42m47s141ms,1014.0,493.0
10h42m47s178ms,1014.0,493.0
10h42m47s221ms,1014.0,493.0
10h42m47s260ms,1014.0,493.0
10h42m47s295ms,1014.0,493.0
10h42m47s334ms,1014.0,493.0
10h42m47s373ms,1014.0,493.0
10h42m47s403ms,1014.0,493.0
10h42m47s442ms,1014.0,493.0
10h42m47s482ms,1014.0,493.0
10h42m47s520ms,1014.0,493.0
10h42m47s555ms,994.4121,394.0
10h42m47s593ms,991.5,395.0
10h42m47s633ms,992.5933,396.59335
10h42m47s669ms,1004.0,402.0
10h42m47s707ms,1004.0,402.0
10h42m47s747ms,1004.0,402.0
10h42m47s782ms,1004.0,402.0
10h42m47s820ms,1004.0,402.0
10h42m47s857ms,1004.0,402.0
10h42m47s898ms,1004.0,402.0
10h42m47s936ms,1004.0,402.0
10h42m47s970ms,1004.0,402.0
10h42m48s10ms,1004.0,402.0
10h42m48s60ms,1004.0,402.0
10h42m48s86ms,1004.0,402.0
10h42m48s121ms,1004.0,402.0
10h42m48s163ms,1004.0,402.0
10h42m48s197ms,1004.0,402.0
10h42m48s236ms,1004.0,402.0
10h42m48s271ms,1004.0,402.0
10h42m48s311ms,1004.0,402.0
10h42m48s352ms,1004.0,402.0
10h42m48s391ms,1004.0,402.0
10h42m48s424ms,1004.0,402.0
10h42m48s459ms,1004.0,402.0
10h42m48s498ms,1004.0,402.0
10h42m48s534ms,1004.0,402.0
10h42m48s576ms,1004.0,402.0
10h42m48s612ms,1004.0,402.0
10h42m48s654ms,1004.0,402.0
10h42m48s690ms,1004.0,402.0
10h42m48s740ms,1004.0,402.0
10h42m48s767ms,1004.0,402.0
10h42m48s798ms,1004.0,402.0
10h42m48s843ms,1004.0,402.0
10h42m48s874ms,1004.0,402.0
10h42m48s917ms,1004.0,402.0
10h42m48s955ms,1004.0,402.0
10h42m48s994ms,1004.0,402.0
10h42m49s28ms,1004.0,402.0
10h42m49s63ms,1004.0,402.0
10h42m49s100ms,1004.0,402.0
10h42m49s142ms,1004.0,402.0
10h42m49s175ms,1004.0,402.0
10h42m49s214ms,1004.0,402.0
10h42m49s251ms,1004.0,402.0
10h42m49s293ms,1004.0,402.0
10h42m49s331ms,1004.0,402.0
10h42m49s368ms,1004.0,402.0
10h42m49s413ms,1004.0,402.0
10h42m49s439ms,1004.0,402.0
10h42m49s475ms,1004.0,402.0
10h42m49s518ms,1004.0,402.0
10h42m49s555ms,1004.0,402.0
10h42m49s592ms,1004.0,402.0
10h42m49s637ms,1004.0,402.0
10h42m49s668ms,1004.0,402.0
10h42m49s705ms,1004.0,402.0
10h42m49s741ms,1004.0,402.0
10h42m49s783ms,1004.0,402.0
10h42m49s819ms,1004.0,402.0
10h42m49s859ms,1004.0,402.0
10h42m49s891ms,1004.0,402.0
10h42m49s934ms,1004.0,402.0
10h42m49s968ms,1004.0,402.0
10h42m50s4ms,1004.0,402.0
10h42m50s46ms,1004.0,402.0
10h42m50s82ms,1004.0,402.0
10h42m50s117ms,1004.0,402.0
10h42m50s156ms,1004.0,402.0
10h42m50s200ms,1004.0,402.0
10h42m50s233ms,1004.0,402.0
10h42m50s270ms,1004.0,402.0
10h42m50s309ms,1004.0,402.0
10h42m50s343ms,1004.0,402.0
10h42m50s380ms,1073.3756,1048.0
10h42m50s418ms,1071.4615,1043.9231
10h42m50s455ms,1074.0,1040.0
10h42m50s495ms,1074.0,1040.0
10h42m50s533ms,1074.0,1040.0
10h42m50s567ms,1074.0,1040.0
10h42m50s608ms,1074.0,1040.0
10h42m50s643ms,1074.0,1040.0
10h42m50s681ms,1074.0,1040.0
10h42m50s718ms,1074.0,1040.0
10h42m50s759ms,1074.0,1040.0
10h42m50s793ms,1074.0,1040.0
10h42m50s833ms,1074.0,1040.0
10h42m50s870ms,1074.0,1040.0
10h42m50s910ms,1074.0,1040.0
10h42m50s948ms,1074.0,1040.0
10h42m50s983ms,1074.0,1040.0
10h42m51s24ms,1074.0,1040.0
10h42m51s59ms,1074.0,1040.0
10h42m51s97ms,1074.0,1040.0
10h42m51s138ms,1074.0,1040.0
10h42m51s193ms,1074.0,1040.0
10h42m51s217ms,1074.0,1040.0
10h42m51s249ms,1074.0,1040.0
10h42m51s289ms,1074.0,1040.0
10h42m51s323ms,1074.0,1040.0
10h42m51s373ms,1074.0,1040.0
10h42m51s412ms,1074.0,1040.0
10h42m51s436ms,1074.0,1040.0
10h42m51s478ms,1074.0,1040.0
10h42m51s509ms,1074.0,1040.0
10h42m51s555ms,1074.0,1040.0
10h42m51s587ms,1074.0,1040.0
10h42m51s629ms,1074.0,1040.0
10h42m51s669ms,1074.0,1040.0
10h42m51s704ms,1074.0,1040.0
10h42m51s768ms,1074.0,1040.0
10h42m51s808ms,1074.0,1040.0
10h42m51s846ms,1074.0,1040.0
10h42m51s873ms,1074.0,1040.0
10h42m51s917ms,1074.0,1040.0
10h42m51s942ms,1074.0,1040.0
10h42m51s969ms,1074.0,1040.0
10h42m52s5ms,1074.0,1040.0
10h42m52s39ms,1074.0,1040.0
10h42m52s75ms,1074.0,1040.0
10h42m52s115ms,1074.0,1040.0
10h42m52s151ms,987.298,699.0
10h42m52s188ms,983.3465,699.0
10h42m52s233ms,981.5,699.0
10h42m52s278ms,981.5,699.0
10h42m52s336ms,981.5,699.0
10h42m52s364ms,981.5,699.0
10h42m52s408ms,981.5,699.0
10h42m52s453ms,981.5,699.0
10h42m52s501ms,981.5,699.0
10h42m52s516ms,981.5,699.0
10h42m52s528ms,981.5,699.0
10h42m52s564ms,951.0,695.0
10h42m52s602ms,951.0,695.0
10h42m52s641ms,951.0,695.0
10h42m52s681ms,951.0,695.0
10h42m52s714ms,951.0,695.0
10h42m52s755ms,951.0,695.0
10h42m52s792ms,951.0,695.0
10h42m52s829ms,951.0,695.0
10h42m52s876ms,951.0,695.0
10h42m52s906ms,951.0,695.0
10h42m52s943ms,951.0,695.0
10h42m52s981ms,951.0,695.0
10h42m53s16ms,951.0,695.0
10h42m53s59ms,951.0,695.0
10h42m53s96ms,951.0,695.0
10h42m53s130ms,951.0,695.0
10h42m53s166ms,951.0,695.0
10h42m53s208ms,951.0,695.0
10h42m53s244ms,951.0,695.0
10h42m53s280ms,951.0,695.0
10h42m53s319ms,954.32086,690.32086
10h42m53s356ms,950.3199,685.3199
10h42m53s409ms,948.3476,683.3476
10h42m53s432ms,945.0,677.5
10h42m53s473ms,945.0,680.6298
10h42m53s510ms,944.0,686.6013
10h42m53s544ms,943.0,690.6238
10h42m53s587ms,941.5,693.0
10h42m53s621ms,940.4681,693.0
10h42m53s660ms,937.5,691.5
10h42m53s694ms,936.0,690.0
10h42m53s734ms,936.0,690.0
10h42m53s771ms,936.0,690.0
10h42m53s810ms,936.0,690.0
10h42m53s845ms,936.0,690.0
10h42m53s892ms,936.0,690.0
10h42m53s921ms,936.0,690.0
10h42m53s959ms,936.0,690.0
10h42m53s999ms,936.0,690.0
10h42m54s36ms,936.0,690.0
10h42m54s70ms,936.0,690.0
10h42m54s108ms,936.0,690.0
10h42m54s149ms,936.0,690.0
10h42m54s186ms,936.0,690.0
10h42m54s221ms,936.0,690.0
10h42m54s258ms,936.0,690.0
10h42m54s299ms,936.0,690.0
10h42m54s337ms,936.0,690.0
10h42m54s386ms,936.0,690.0
10h42m54s409ms,936.0,690.0
10h42m54s454ms,936.0,690.0
10h42m54s493ms,936.0,690.0
10h42m54s523ms,936.0,690.0
10h42m54s563ms,936.0,690.0
10h42m54s612ms,936.0,690.0
10h42m54s639ms,936.0,690.0
10h42m54s678ms,936.0,690.0
10h42m54s717ms,936.0,690.0
10h42m54s753ms,936.0,690.0
10h42m54s795ms,936.0,690.0
10h42m54s827ms,936.0,690.0
10h42m54s865ms,936.0,690.0
10h42m54s909ms,936.0,690.0
10h42m54s937ms,936.0,690.0
10h42m54s977ms,936.0,690.0
10h42m55s14ms,936.0,690.0
10h42m55s49ms,936.0,690.0
10h42m55s90ms,936.0,690.0
10h42m55s130ms,936.0,690.0
10h42m55s165ms,936.0,690.0
10h42m55s201ms,936.0,690.0
10h42m55s242ms,936.0,690.0
10h42m55s278ms,936.0,690.0
10h42m55s319ms,936.0,690.0
10h42m55s352ms,936.0,690.0
10h42m55s398ms,936.0,690.0
10h42m55s433ms,936.0,690.0
10h42m55s466ms,936.0,690.0
10h42m55s513ms,936.0,690.0
10h42m55s546ms,936.0,690.0
10h42m55s583ms,936.0,690.0
10h42m55s616ms,936.0,690.0
10h42m55s659ms,936.0,690.0
10h42m55s692ms,936.0,690.0
10h42m55s732ms,936.0,690.0
10h42m55s772ms,936.0,690.0
10h42m55s813ms,936.0,690.0
10h42m55s850ms,936.0,690.0
10h42m55s881ms,936.0,690.0
10h42m55s919ms,936.0,690.0
10h42m55s956ms,936.0,690.0
10h42m55s994ms,936.0,690.0
10h42m56s31ms,936.0,690.0
10h42m56s71ms,936.0,690.0
10h42m56s108ms,936.0,690.0
10h42m56s148ms,936.0,690.0
10h42m56s180ms,936.0,690.0
10h42m56s222ms,936.0,690.0
10h42m56s260ms,936.0,690.0
10h42m56s295ms,936.0,690.0
10h42m56s337ms,936.0,690.0
10h42m56s378ms,936.0,690.0
10h42m56s405ms,936.0,690.0
10h42m56s446ms,936.0,690.0
10h42m56s487ms,936.0,690.0
10h42m56s526ms,936.0,690.0
10h42m56s557ms,936.0,690.0
10h42m56s597ms,936.0,690.0
10h42m56s636ms,936.0,690.0
10h42m56s674ms,936.0,690.0
10h42m56s709ms,936.0,690.0
10h42m56s747ms,936.0,690.0
10h42m56s783ms,936.0,690.0
10h42m56s825ms,936.0,690.0
10h42m56s859ms,936.0,690.0
10h42m56s895ms,936.0,690.0
10h42m56s936ms,936.0,690.0
10h42m56s974ms,936.0,690.0
10h42m57s13ms,936.0,690.0
10h42m57s50ms,936.0,690.0
10h42m57s84ms,936.0,690.0
10h42m57s125ms,936.0,690.0
10h42m57s160ms,936.0,690.0
10h42m57s198ms,936.0,690.0
10h42m57s236ms,936.0,690.0
10h42m57s277ms,936.0,690.0
10h42m57s313ms,936.0,690.0
10h42m57s349ms,936.0,690.0
10h42m57s398ms,936.0,690.0
10h42m57s431ms,936.0,690.0
10h42m57s466ms,936.0,690.0
10h42m57s500ms,936.0,690.0
10h42m57s535ms,936.0,690.0
10h42m57s581ms,936.0,690.0
10h42m57s612ms,936.0,690.0
10h42m57s649ms,936.0,690.0
10h42m57s688ms,936.0,690.0
10h42m57s725ms,936.0,690.0
10h42m57s763ms,936.0,690.0
10h42m57s801ms,936.0,690.0
10h42m57s845ms,936.0,690.0
10h42m57s878ms,936.0,690.0
10h42m57s918ms,936.0,690.0
10h42m57s953ms,936.0,690.0
10h42m57s999ms,936.0,690.0
10h42m58s29ms,936.0,690.0
10h42m58s71ms,936.0,690.0
10h42m58s100ms,936.0,690.0
10h42m58s139ms,936.0,690.0
10h42m58s179ms,936.0,690.0
10h42m58s221ms,936.0,690.0
10h42m58s260ms,936.0,690.0
10h42m58s292ms,936.0,690.0
10h42m58s344ms,936.0,690.0
10h42m58s367ms,936.0,690.0
10h42m58s407ms,936.0,690.0
10h42m58s443ms,936.0,690.0
10h42m58s482ms,936.0,690.0
10h42m58s517ms,936.0,690.0
10h42m58s555ms,936.0,690.0
10h42m58s590ms,936.0,690.0
10h42m58s627ms,936.0,690.0
10h42m58s669ms,936.0,690.0
10h42m58s705ms,936.0,690.0
10h42m58s742ms,936.0,690.0
10h42m58s796ms,936.0,690.0
10h42m58s818ms,936.0,690.0
10h42m58s854ms,936.0,690.0
10h42m58s895ms,936.0,690.0
10h42m58s933ms,936.0,690.0
10h42m58s969ms,936.0,690.0
10h42m59s4ms,936.0,690.0
10h42m59s44ms,936.0,690.0
10h42m59s83ms,936.0,690.0
10h42m59s122ms,936.0,690.0
10h42m59s158ms,936.0,690.0
10h42m59s197ms,936.0,690.0
10h42m59s240ms,936.0,690.0
10h42m59s268ms,936.0,690.0
10h42m59s306ms,936.0,690.0
10h42m59s352ms,936.0,690.0
10h42m59s382ms,936.0,690.0
10h42m59s418ms,936.0,690.0
10h42m59s459ms,936.0,690.0
10h42m59s498ms,936.0,690.0
10h42m59s532ms,936.0,690.0
10h42m59s570ms,936.0,690.0
10h42m59s613ms,936.0,690.0
10h42m59s654ms,936.0,690.0
10h42m59s683ms,936.0,690.0
10h42m59s723ms,936.0,690.0
10h42m59s759ms,936.0,690.0
10h42m59s799ms,936.0,690.0
10h42m59s833ms,936.0,690.0
10h42m59s880ms,936.0,690.0
10h42m59s912ms,936.0,690.0
10h42m59s950ms,936.0,690.0
10h42m59s990ms,936.0,690.0
10h43m0s40ms,936.0,690.0
10h43m0s67ms,936.0,690.0
10h43m0s120ms,936.0,690.0
10h43m0s145ms,936.0,690.0
10h43m0s174ms,936.0,690.0
10h43m0s209ms,211.0,705.0
10h43m0s250ms,211.0,703.0
10h43m0s289ms,211.0,702.0
10h43m0s325ms,209.71059,701.0
10h43m0s362ms,207.46042,701.0
10h43m0s402ms,204.43591,702.0
10h43m0s439ms,203.50049,708.50146
10h43m0s476ms,1036.0,1004.0
10h43m0s513ms,1036.0,1004.0
10h43m0s552ms,1036.0,1004.0
10h43m0s587ms,1036.0,1004.0
10h43m0s632ms,1036.0,1004.0
10h43m0s665ms,1036.0,1004.0
10h43m0s701ms,1036.0,1004.0
10h43m0s736ms,1036.0,1004.0
10h43m0s779ms,1036.0,1004.0
10h43m0s816ms,1036.0,1004.0
10h43m0s851ms,1036.0,1004.0
10h43m0s890ms,1036.0,1004.0
10h43m0s940ms,1036.0,1004.0
10h43m0s965ms,1036.0,1004.0
10h43m1s3ms,1036.0,1004.0
10h43m1s39ms,1036.0,1004.0
10h43m1s75ms,1036.0,1004.0
10h43m1s116ms,1036.0,1004.0
10h43m1s152ms,1036.0,1004.0
10h43m1s189ms,1036.0,1004.0
10h43m1s228ms,1036.0,1004.0
10h43m1s273ms,1036.0,1004.0
10h43m1s305ms,1036.0,1004.0
10h43m1s351ms,1036.0,1004.0
10h43m1s379ms,1036.0,1004.0
10h43m1s419ms,1036.0,1004.0
10h43m1s452ms,1036.0,1004.0
10h43m1s489ms,1036.0,1004.0
10h43m1s532ms,1036.0,1004.0
10h43m1s577ms,1036.0,1004.0
10h43m1s603ms,1036.0,1004.0
10h43m1s645ms,1036.0,1004.0
10h43m1s681ms,1036.0,1004.0
10h43m1s716ms,1036.0,1004.0
10h43m1s778ms,1036.0,1004.0
10h43m1s802ms,1036.0,1004.0
10h43m1s831ms,1036.0,1004.0
10h43m1s872ms,1036.0,1004.0
10h43m1s908ms,1036.0,1004.0
10h43m1s947ms,1036.0,1004.0
10h43m1s980ms,1036.0,1004.0
10h43m2s20ms,1036.0,1004.0
10h43m2s58ms,1036.0,1004.0
10h43m2s92ms,1036.0,1004.0
10h43m2s135ms,1036.0,1004.0
10h43m2s170ms,1036.0,1004.0
10h43m2s206ms,1036.0,1004.0
10h43m2s243ms,1036.0,1004.0
10h43m2s284ms,1036.0,1004.0
10h43m2s323ms,1036.0,1004.0
10h43m2s359ms,1036.0,1004.0
10h43m2s394ms,1036.0,1004.0
10h43m2s433ms,1036.0,1004.0
10h43m2s471ms,982.67163,694.59735
10h43m2s506ms,983.0,660.6478
10h43m2s544ms,980.0,653.0
10h43m2s583ms,980.0,653.0
10h43m2s622ms,980.0,653.0
10h43m2s657ms,980.0,653.0
10h43m2s694ms,980.0,653.0
10h43m2s735ms,980.0,653.0
10h43m2s772ms,980.0,653.0
10h43m2s811ms,980.0,653.0
10h43m2s848ms,980.0,653.0
10h43m2s922ms,980.0,653.0
10h43m2s935ms,980.0,653.0
10h43m2s966ms,980.0,653.0
10h43m2s997ms,944.5,785.5
10h43m3s33ms,950.0,799.0
10h43m3s70ms,950.0,799.0
10h43m3s107ms,950.0,799.0
10h43m3s150ms,950.0,799.0
10h43m3s184ms,950.0,799.0
10h43m3s224ms,950.0,799.0
10h43m3s270ms,950.0,799.0
10h43m3s302ms,950.0,799.0
10h43m3s338ms,950.0,799.0
10h43m3s380ms,950.0,799.0
10h43m3s416ms,950.0,799.0
10h43m3s448ms,950.0,799.0
10h43m3s487ms,950.0,799.0
10h43m3s528ms,950.0,799.0
10h43m3s563ms,950.0,799.0
10h43m3s600ms,950.0,799.0
10h43m3s646ms,950.0,799.0
10h43m3s675ms,950.0,799.0
10h43m3s716ms,950.0,799.0
10h43m3s750ms,950.0,799.0
10h43m3s790ms,950.0,799.0
10h43m3s826ms,950.0,799.0
10h43m3s863ms,950.0,799.0
10h43m3s909ms,950.0,799.0
10h43m3s941ms,950.0,799.0
10h43m3s981ms,950.0,799.0
10h43m4s32ms,950.0,799.0
10h43m4s67ms,950.0,799.0
10h43m4s89ms,950.0,799.0
10h43m4s132ms,950.0,799.0
10h43m4s164ms,950.0,799.0
10h43m4s210ms,950.0,799.0
10h43m4s242ms,950.0,799.0
10h43m4s279ms,950.0,799.0
10h43m4s337ms,950.0,799.0
10h43m4s362ms,950.0,799.0
10h43m4s397ms,950.0,799.0
10h43m4s432ms,950.0,799.0
10h43m4s480ms,950.0,799.0
10h43m4s507ms,950.0,799.0
10h43m4s541ms,950.0,799.0
10h43m4s578ms,950.0,799.0
10h43m4s615ms,950.0,799.0
10h43m4s659ms,950.0,799.0
10h43m4s690ms,950.0,799.0
10h43m4s727ms,950.0,799.0
10h43m4s770ms,950.0,799.0
10h43m4s804ms,950.0,799.0
10h43m4s844ms,950.0,799.0
10h43m4s893ms,950.0,799.0
10h43m4s921ms,950.0,799.0
10h43m4s957ms,950.0,799.0
10h43m4s993ms,950.0,799.0
10h43m5s33ms,950.0,799.0
10h43m5s71ms,950.0,799.0
10h43m5s109ms,950.0,799.0
10h43m5s144ms,950.0,799.0
